GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_381_1716	gi|491081391|ref|WP_004943005.1|	29.762	84	54	2	288	366	71	154	5.7	27.7	412	444
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_381_1716	YP_001478113	29.762	84	54	2	288	366	71	154	6.3	27.7	411	444
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_1912_5593	gi|554677716|ref|WP_023178742.1|	39.394	33	20	0	978	1010	99	131	0.28	33.5	240	1226
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_1912_5593	gi|860076328|ref|WP_048348805.1|	36.364	33	21	0	978	1010	99	131	0.50	32.3	240	1226
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_1912_5593	gi|554685840|ref|WP_023185724.1|	36.364	33	21	0	978	1010	99	131	0.53	32.3	240	1226
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_1912_5593	gi|447084602|ref|WP_001161858.1|	36.364	33	21	0	978	1010	99	131	0.55	32.3	240	1226
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_1912_5593	gi|649497305|gb|KDS05771.1|	36.364	33	21	0	978	1010	99	131	0.55	32.3	226	1226
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_5665_7021	gi|557415738|ref|WP_023417831.1|	29.487	78	44	3	312	382	79	152	2.0	29.3	314	451
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_5665_7021	gi|730248627|ref|WP_033950645.1|	29.487	78	44	3	312	382	79	152	2.0	29.3	314	451
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_7484_8603	YP_001563294	26.190	126	68	5	99	205	45	164	0.68	30.4	275	372
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_8681_10466	YP_001176513	25.843	89	50	3	17	100	171	248	1.6	30.0	457	594
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_8681_10466	gi|693075113|ref|WP_032238204.1|	28.571	42	21	1	17	58	171	203	8.5	27.7	457	594
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_8681_10466	ZP_04623896	42.857	35	17	2	348	382	286	317	9.1	27.7	380	594
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|446048013|ref|WP_000125868.1|	37.374	99	58	2	805	903	122	216	2.09e-11	66.2	648	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|446048013|ref|WP_000125868.1|	35.802	81	50	1	482	562	141	219	2.79e-06	49.7	648	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|446048013|ref|WP_000125868.1|	55.172	29	13	0	622	650	24	52	0.080	35.4	648	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|446048013|ref|WP_000125868.1|	46.875	32	17	0	9	40	19	50	0.92	32.0	648	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|742827468|ref|WP_038984467.1|	36.364	99	59	2	805	903	122	216	8.66e-11	64.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|742827468|ref|WP_038984467.1|	35.065	77	48	1	486	562	145	219	5.86e-06	48.9	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|742827468|ref|WP_038984467.1|	48.276	29	15	0	622	650	24	52	0.49	32.7	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|742827468|ref|WP_038984467.1|	48.148	27	14	0	14	40	24	50	5.1	29.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|522181382|ref|WP_020689930.1|	36.364	99	59	2	805	903	122	216	9.94e-11	64.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|522181382|ref|WP_020689930.1|	35.065	77	48	1	486	562	145	219	6.28e-06	48.5	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|522181382|ref|WP_020689930.1|	48.276	29	15	0	622	650	24	52	0.51	32.7	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|522181382|ref|WP_020689930.1|	48.148	27	14	0	14	40	24	50	5.4	29.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|829942568|ref|WP_047368199.1|	40.260	77	43	1	827	903	143	216	1.02e-10	64.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|829942568|ref|WP_047368199.1|	35.065	77	48	1	486	562	145	219	2.19e-06	50.1	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|829942568|ref|WP_047368199.1|	51.724	29	14	0	622	650	24	52	0.11	34.7	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|829942568|ref|WP_047368199.1|	48.148	27	14	0	14	40	24	50	2.4	30.4	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|654544841|ref|WP_028012549.1|	40.260	77	43	1	827	903	143	216	1.02e-10	64.3	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|654544841|ref|WP_028012549.1|	35.065	77	48	1	486	562	145	219	2.14e-06	50.1	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|654544841|ref|WP_028012549.1|	51.724	29	14	0	622	650	24	52	0.11	35.0	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_10530_13353	gi|654544841|ref|WP_028012549.1|	48.148	27	14	0	14	40	24	50	2.4	30.4	646	940
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_13508_14381	HE999704.1.gene3084.p01	22.115	104	76	1	188	286	38	141	0.73	29.6	232	290
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_13508_14381	gi|489865065|ref|WP_003768662.1|	22.115	104	76	1	188	286	38	141	1.0	29.6	402	290
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_13508_14381	gi|313635905|gb|EFS01863.1|	21.154	104	77	1	188	286	38	141	1.4	28.9	402	290
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_13508_14381	gi|1032701437|ref|WP_064278201.1|	27.536	69	46	2	39	103	26	94	2.8	28.1	646	290
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_13508_14381	gi|983405167|ref|WP_060572706.1|	26.087	69	47	2	39	103	26	94	3.2	28.1	646	290
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_14553_15198	CP000034.1.gene4477.p01	27.273	110	65	4	112	212	98	201	0.001	37.4	204	214
GCF_000152425.1.gbff.25.gbk_GCF_000152425.1.gbff.25.gbk_NZ_DS990138.1_14553_15198	gi|487566968|ref|WP_001718431.1|	33.333	57	38	0	153	209	178	234	0.009	34.7	240	214
